Title,Name,Product_Id,Variant_Id,Sku,Barcode,Variant_Title,Product_Type,Product_Category,Product_Type,Product_Sub_Type,Product_Campaign,Campaign_Year,is_print,Print_Solid_Name,Base_Fabric_Color,Made_In,Manufacturer
THE INFANT SUNSUIT IN RETRO STRIPE - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN RETRO STRIPE - LAST CHANCE FINAL SALE! - 3-6 Months,,,SS19ISSRS36,,3-6 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Retro Stripe,,USA,Left in Stitches
THE INFANT SUNSUIT IN RETRO STRIPE,THE INFANT SUNSUIT IN RETRO STRIPE - 6-9 Months,,,SS19ISSRS69,,6-9 Months,,Infant,Swim,Sunsuit,Summer ,2019,TRUE,Retro Stripe,,USA,Left in Stitches
THE INFANT SUNSUIT IN RETRO STRIPE - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN RETRO STRIPE - LAST CHANCE FINAL SALE! - 6-9 Months,,,SS19ISSRS69,,6-9 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Retro Stripe,,USA,Left in Stitches
THE INFANT SUNSUIT IN RETRO STRIPE,THE INFANT SUNSUIT IN RETRO STRIPE - 9-12 Months,,,SS19ISSRS912,,9-12 Months,,Infant,Swim,Sunsuit,Summer ,2019,TRUE,Retro Stripe,,USA,Left in Stitches
THE INFANT SUNSUIT IN RETRO STRIPE - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN RETRO STRIPE - LAST CHANCE FINAL SALE! - 9-12 Months,,,SS19ISSRS912,,9-12 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Retro Stripe,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL,THE INFANT SUNSUIT IN SUMMER FLORAL - 2T,,,SS19ISSSF02,,2T,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE! - 2T,,,SS19ISSSF02,,2T,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL,THE INFANT SUNSUIT IN SUMMER FLORAL - 3T,,,SS19ISSSF03,,3T,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE! - 3T,,,SS19ISSSF03,,3T,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL,THE INFANT SUNSUIT IN SUMMER FLORAL - 4T,,,SS19ISSSF04,,4T,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE! - 4T,,,SS19ISSSF04,,4T,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL,THE INFANT SUNSUIT IN SUMMER FLORAL - 12-18 Months,,,SS19ISSSF1218,,12-18 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE! - 12-18 Months,,,SS19ISSSF1218,,12-18 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL,THE INFANT SUNSUIT IN SUMMER FLORAL - 3-6 Months,,,SS19ISSSF36,,3-6 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE! - 3-6 Months,,,SS19ISSSF36,,3-6 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL,THE INFANT SUNSUIT IN SUMMER FLORAL - 6-9 Months,,,SS19ISSSF69,,6-9 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE! - 6-9 Months,,,SS19ISSSF69,,6-9 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL,THE INFANT SUNSUIT IN SUMMER FLORAL - 9-12 Months,,,SS19ISSSF912,,9-12 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SUMMER FLORAL - LAST CHANCE FINAL SALE! - 9-12 Months,,,SS19ISSSF912,,9-12 Months,,Infant,Swim,Sunsuit,Summer,2019,TRUE,Summer Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - 2T,,2.21896E+13,SS19ISSSJF002,,2T,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - 3T,,2.21896E+13,SS19ISSSJF003,,3T,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE! - 3T,,2.21896E+13,SS19ISSSJF003,,3T,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - 4T,,2.21896E+13,SS19ISSSJF004,,4T,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE! - 4T,,2.21896E+13,SS19ISSSJF004,,4T,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - 12-18 Months,,2.21896E+13,SS19ISSSJF1218M,,12-18 Months,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE! - 12-18 Months,,2.21896E+13,SS19ISSSJF1218M,,12-18 Months,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - 3-6 Months,,2.21896E+13,SS19ISSSJF36M,,3-6 Months,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE! - 3-6 Months,,2.21896E+13,SS19ISSSJF36M,,3-6 Months,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - 6-9 Months,,2.21896E+13,SS19ISSSJF69M,,6-9 Months,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE! - 6-9 Months,,2.21896E+13,SS19ISSSJF69M,,6-9 Months,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - 9-12 Months,,2.21896E+13,SS19ISSSJF912M,,9-12 Months,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE!,THE INFANT SUNSUIT IN SONNET JAMES FLORAL - LAST CHANCE FINAL SALE! - 9-12 Months,,2.21896E+13,SS19ISSSJF912M,,9-12 Months,,Infant,Swim,Sunsuit,Mother's Day,,TRUE,Sonnet James Floral,,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 6,,,4,,6,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 2T,,,LB002S,,2T,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC -- ONLY A FEW LEFT!,THE BALLET DRESS IN LILAC -- ONLY A FEW LEFT! - 2T,,,LB002S,,2T,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 3T,,,LB003S,,3T,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC -- ONLY A FEW LEFT!,THE BALLET DRESS IN LILAC -- ONLY A FEW LEFT! - 3T,,,LB003S,,3T,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 4T,,,LB004S,,4T,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC -- ONLY A FEW LEFT!,THE BALLET DRESS IN LILAC -- ONLY A FEW LEFT! - 4T,,,LB004S,,4T,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 5,,,LB005S,,5,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC -- ONLY A FEW LEFT!,THE BALLET DRESS IN LILAC -- ONLY A FEW LEFT! - 5,,,LB005S,,5,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 6,,,LB006S,,6,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC - ONLY A FEW LEFT!,THE BALLET DRESS IN LILAC - ONLY A FEW LEFT! - 6,,,LB006S,,6,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 7,,,LB007S,,7,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 8,,,LB008S,,8,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 7,,,,,7,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,0,USA,Left in Stitches
THE BALLET DRESS IN LILAC,THE BALLET DRESS IN LILAC - 2T,,,,,2T,,Girl's,Dresses,Long Sleeve Ballet Dress,,,FALSE,Lilac,0,USA,Left in Stitches
THE BALLET DRESS IN LITTLE BOY BLUE,THE BALLET DRESS IN LITTLE BOY BLUE - 2T,,,HD21TBDlbblue002,,2T,,Girl's,Dresses,Long Sleeve Ballet Dress,Holiday,2021,FALSE,Little Boy Blue,,USA,Left in Stitches
THE BALLET DRESS IN LITTLE BOY BLUE,THE BALLET DRESS IN LITTLE BOY BLUE - 3T,,,HD21TBDlbblue003,,3T,,Girl's,Dresses,Long Sleeve Ballet Dress,Holiday,2021,FALSE,Little Boy Blue,,USA,Left in Stitches
THE BALLET DRESS IN LITTLE BOY BLUE,THE BALLET DRESS IN LITTLE BOY BLUE - 4T,,,HD21TBDlbblue004,,4T,,Girl's,Dresses,Long Sleeve Ballet Dress,Holiday,2021,FALSE,Little Boy Blue,,USA,Left in Stitches
THE BALLET DRESS IN LITTLE BOY BLUE,THE BALLET DRESS IN LITTLE BOY BLUE - 5,,,HD21TBDlbblue005,,5,,Girl's,Dresses,Long Sleeve Ballet Dress,Holiday,2021,FALSE,Little Boy Blue,,USA,Left in Stitches
THE BALLET DRESS IN LITTLE BOY BLUE,THE BALLET DRESS IN LITTLE BOY BLUE - 6,,,HD21TBDlbblue006,,6,,Girl's,Dresses,Long Sleeve Ballet Dress,Holiday,2021,FALSE,Little Boy Blue,,USA,Left in Stitches
THE BALLET DRESS IN LITTLE BOY BLUE,THE BALLET DRESS IN LITTLE BOY BLUE - 7,,,HD21TBDlbblue007,,7,,Girl's,Dresses,Long Sleeve Ballet Dress,Holiday,2021,FALSE,Little Boy Blue,,USA,Left in Stitches
THE BALLET DRESS IN LITTLE BOY BLUE,THE BALLET DRESS IN LITTLE BOY BLUE - 8,,,HD21TBDlbblue008,,8,,Girl's,Dresses,Long Sleeve Ballet Dress,Holiday,2021,FALSE,Little Boy Blue,,USA,Left in Stitches
THE BALLET DRESS IN LITTLE BOY BLUE,THE BALLET DRESS IN LITTLE BOY BLUE - 10,,,HD21TBDlbblue010,,10,,Girl's,Dresses,Long Sleeve Ballet Dress,Holiday,2021,FALSE,Little Boy Blue,,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN LIZZIE FLORAL,THE SHORT SLEEVE BALLET DRESS IN LIZZIE FLORAL - 2T,,,SS20SSBlizziefloral002,,2T,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2020,TRUE,Lizzie Floral,Cream White,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN LIZZIE FLORAL,THE SHORT SLEEVE BALLET DRESS IN LIZZIE FLORAL - 3T,,,SS20SSBlizziefloral003,,3T,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2020,TRUE,Lizzie Floral,Cream White,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN LIZZIE FLORAL,THE SHORT SLEEVE BALLET DRESS IN LIZZIE FLORAL - 4T,,,SS20SSBlizziefloral004,,4T,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2020,TRUE,Lizzie Floral,Cream White,USA,Left in Stitches
THE SHORT SLEEVE BALLET DRESS IN LIZZIE FLORAL,THE SHORT SLEEVE BALLET DRESS IN LIZZIE FLORAL - 5,,,SS20SSBlizziefloral005,,5,,Girl's,Dresses,Short Sleeve Ballet Dress,Spring,2020,TRUE,Lizzie Floral,Cream White,USA,Left in Stitches
THE SUMMER LEO IN DARK MAUVE,THE SUMMER LEO IN DARK MAUVE - 2T,,2.2586E+13,SS19LEOmauve002,,2T,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Dark Mauve,,USA,Left in Stitches
THE SUMMER LEO IN DARK MAUVE,THE SUMMER LEO IN DARK MAUVE - 3T,,2.2586E+13,SS19LEOmauve003,,3T,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Dark Mauve,,USA,Left in Stitches
THE SUMMER LEO IN DARK MAUVE,THE SUMMER LEO IN DARK MAUVE - 4T,,2.2586E+13,SS19LEOmauve004,,4T,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Dark Mauve,,USA,Left in Stitches
THE SUMMER LEO IN DARK MAUVE,THE SUMMER LEO IN DARK MAUVE - 5,,2.2586E+13,SS19LEOmauve005,,5,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Dark Mauve,,USA,Left in Stitches
THE SUMMER LEO IN DARK MAUVE,THE SUMMER LEO IN DARK MAUVE - 6,,2.2586E+13,SS19LEOmauve006,,6,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Dark Mauve,,USA,Left in Stitches
THE SUMMER LEO IN DARK MAUVE,THE SUMMER LEO IN DARK MAUVE - 7,,2.2586E+13,SS19LEOmauve007,,7,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Dark Mauve,,USA,Left in Stitches
THE SUMMER LEO IN DARK MAUVE,THE SUMMER LEO IN DARK MAUVE - 8,,2.2586E+13,SS19LEOmauve008,,8,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Dark Mauve,,USA,Left in Stitches
THE SUMMER LEO IN NAVY,THE SUMMER LEO IN NAVY - 2T,,,SS19LEOnavy002,,2T,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE!,THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE! - 2T,,,SS19LEOnavy002,,2T,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY,THE SUMMER LEO IN NAVY - 3T,,,SS19LEOnavy003,,3T,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE!,THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE! - 3T,,,SS19LEOnavy003,,3T,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY,THE SUMMER LEO IN NAVY - 4T,,,SS19LEOnavy004,,4T,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE!,THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE! - 4T,,,SS19LEOnavy004,,4T,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY,THE SUMMER LEO IN NAVY - 5,,,SS19LEOnavy005,,5,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE!,THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE! - 5,,,SS19LEOnavy005,,5,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY,THE SUMMER LEO IN NAVY - 6,,,SS19LEOnavy006,,6,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE!,THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE! - 6,,,SS19LEOnavy006,,6,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY,THE SUMMER LEO IN NAVY - 7,,,SS19LEOnavy007,,7,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE!,THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE! - 7,,,SS19LEOnavy007,,7,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY,THE SUMMER LEO IN NAVY - 8,,,SS19LEOnavy008,,8,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE!,THE SUMMER LEO IN NAVY - LAST CHANCE FINAL SALE! - 8,,,SS19LEOnavy008,,8,,Girl's,Dance,Summer Leo,Summer Leo,2019,,Navy,,USA,Left in Stitches
THE SUMMER LEO IN WATERCOLOR PLAID,THE SUMMER LEO IN WATERCOLOR PLAID - 2T,,2.2586E+13,SS19LEOplaid002,,2T,,Girl's,Dance,Summer Leo,,,TRUE,Watercolor Plaid,,USA,Left in Stitches
THE SUMMER LEO IN WATERCOLOR PLAID,THE SUMMER LEO IN WATERCOLOR PLAID - 3T,,2.2586E+13,SS19LEOplaid003,,3T,,Girl's,Dance,Summer Leo,,,TRUE,Watercolor Plaid,,USA,Left in Stitches
THE SUMMER LEO IN WATERCOLOR PLAID,THE SUMMER LEO IN WATERCOLOR PLAID - 4T,,2.2586E+13,SS19LEOplaid004,,4T,,Girl's,Dance,Summer Leo,,,TRUE,Watercolor Plaid,,USA,Left in Stitches
THE SUMMER LEO IN WATERCOLOR PLAID,THE SUMMER LEO IN WATERCOLOR PLAID - 5,,2.2586E+13,SS19LEOplaid005,,5,,Girl's,Dance,Summer Leo,,,TRUE,Watercolor Plaid,,USA,Left in Stitches
THE SUMMER LEO IN WATERCOLOR PLAID,THE SUMMER LEO IN WATERCOLOR PLAID - 6,,2.2586E+13,SS19LEOplaid006,,6,,Girl's,Dance,Summer Leo,,,TRUE,Watercolor Plaid,,USA,Left in Stitches
THE SUMMER LEO IN WATERCOLOR PLAID,THE SUMMER LEO IN WATERCOLOR PLAID - 7,,2.2586E+13,SS19LEOplaid007,,7,,Girl's,Dance,Summer Leo,,,TRUE,Watercolor Plaid,,USA,Left in Stitches
THE SUMMER LEO IN WATERCOLOR PLAID,THE SUMMER LEO IN WATERCOLOR PLAID - 8,,2.2586E+13,SS19LEOplaid008,,8,,Girl's,Dance,Summer Leo,,,TRUE,Watercolor Plaid,,USA,Left in Stitches
THE SUMMER LEO IN SIERRA FLORAL,THE SUMMER LEO IN SIERRA FLORAL - 2T,,2.2586E+13,SS19LEOsierrafloral002,,2T,,Girl's,Dance,Summer Leo,Summer Leo,2019,TRUE,Sierra Floral,Ivory White,USA,Left in Stitches
THE SUMMER LEO IN SIERRA FLORAL,THE SUMMER LEO IN SIERRA FLORAL - 3T,,2.2586E+13,SS19LEOsierrafloral003,,3T,,Girl's,Dance,Summer Leo,Summer Leo,2019,TRUE,Sierra Floral,Ivory White,USA,Left in Stitches
THE SUMMER LEO IN SIERRA FLORAL,THE SUMMER LEO IN SIERRA FLORAL - 4T,,2.2586E+13,SS19LEOsierrafloral004,,4T,,Girl's,Dance,Summer Leo,Summer Leo,2019,TRUE,Sierra Floral,Ivory White,USA,Left in Stitches
THE SUMMER LEO IN SIERRA FLORAL,THE SUMMER LEO IN SIERRA FLORAL - 5,,2.2586E+13,SS19LEOsierrafloral005,,5,,Girl's,Dance,Summer Leo,Summer Leo,2019,TRUE,Sierra Floral,Ivory White,USA,Left in Stitches
THE SUMMER LEO IN SIERRA FLORAL,THE SUMMER LEO IN SIERRA FLORAL - 6,,2.2586E+13,SS19LEOsierrafloral006,,6,,Girl's,Dance,Summer Leo,Summer Leo,2019,TRUE,Sierra Floral,Ivory White,USA,Left in Stitches
THE SUMMER LEO IN SIERRA FLORAL,THE SUMMER LEO IN SIERRA FLORAL - 7,,2.2586E+13,SS19LEOsierrafloral007,,7,,Girl's,Dance,Summer Leo,Summer Leo,2019,TRUE,Sierra Floral,Ivory White,USA,Left in Stitches
THE SUMMER LEO IN SIERRA FLORAL,THE SUMMER LEO IN SIERRA FLORAL - 8,,2.2586E+13,SS19LEOsierrafloral008,,8,,Girl's,Dance,Summer Leo,Summer Leo,2019,TRUE,Sierra Floral,Ivory White,USA,Left in Stitches
THE MAXI SKIRT IN MELBA DOT,THE MAXI SKIRT IN MELBA DOT - 2T,,,SS19MSMD002,,2T,,Girl's,Separates,Maxi Skirt,Summer,2019,TRUE,Melba Dot,,USA,Left in Stitches
THE MAXI SKIRT IN MELBA DOT - LAST CHANCE FINAL SALE!,THE MAXI SKIRT IN MELBA DOT - LAST CHANCE FINAL SALE! - 2T,,,SS19MSMD002,,2T,,Girl's,Separates,Maxi Skirt,Summer,2019,TRUE,Melba Dot,,USA,Left in Stitches
THE MAXI SKIRT IN MELBA DOT,THE MAXI SKIRT IN MELBA DOT - 3T,,,SS19MSMD003,,3T,,Girl's,Separates,Maxi Skirt,Summer,2019,TRUE,Melba Dot,,USA,Left in Stitches
THE MAXI SKIRT IN MELBA DOT,THE MAXI SKIRT IN MELBA DOT - 4T,,,SS19MSMD004,,4T,,Girl's,Separates,Maxi Skirt,Summer,2019,TRUE,Melba Dot,,USA,Left in Stitches
THE MAXI SKIRT IN MELBA DOT,THE MAXI SKIRT IN MELBA DOT - 5,,,SS19MSMD005,,5,,Girl's,Separates,Maxi Skirt,Summer,2019,TRUE,Melba Dot,,USA,Left in Stitches
THE MAXI SKIRT IN MELBA DOT,THE MAXI SKIRT IN MELBA DOT - 6,,,SS19MSMD006,,6,,Girl's,Separates,Maxi Skirt,Summer,2019,TRUE,Melba Dot,,USA,Left in Stitches
THE MAXI SKIRT IN MELBA DOT,THE MAXI SKIRT IN MELBA DOT - 7,,,SS19MSMD007,,7,,Girl's,Separates,Maxi Skirt,Summer,2019,TRUE,Melba Dot,,USA,Left in Stitches
THE MAXI SKIRT IN MELBA DOT,THE MAXI SKIRT IN MELBA DOT - 8,,,SS19MSMD008,,8,,Girl's,Separates,Maxi Skirt,Summer,2019,TRUE,Melba Dot,,USA,Left in Stitches
THE MAXI SKIRT IN MELBA DOT,THE MAXI SKIRT IN MELBA DOT - 10,,,SS19MSMD010,,10,,Girl's,Separates,Maxi Skirt,Summer,2019,TRUE,Melba Dot,,USA,Left in Stitches
THE MAXI SKIRT IN OCHRE,THE MAXI SKIRT IN OCHRE - 2T,,2.23296E+13,SS19MSO002,,2T,,Girl's,Separates,Maxi Skirt,Summer,2019,,Ochre,,USA,Left in Stitches
THE MAXI SKIRT IN OCHRE - LAST CHANCE FINAL SALE!,THE MAXI SKIRT IN OCHRE - LAST CHANCE FINAL SALE! - 2T,,2.23296E+13,SS19MSO002,,2T,,Girl's,Separates,Maxi Skirt,Summer,2019,,Ochre,,USA,Left in Stitches
THE MAXI SKIRT IN OCHRE,THE MAXI SKIRT IN OCHRE - 3T,,2.23296E+13,SS19MSO003,,3T,,Girl's,Separates,Maxi Skirt,Summer,2019,,Ochre,,USA,Left in Stitches
THE MAXI SKIRT IN OCHRE - LAST CHANCE FINAL SALE!,THE MAXI SKIRT IN OCHRE - LAST CHANCE FINAL SALE! - 3T,,2.23296E+13,SS19MSO003,,3T,,Girl's,Separates,Maxi Skirt,Summer,2019,,Ochre,,USA,Left in Stitches
THE MAXI SKIRT IN OCHRE,THE MAXI SKIRT IN OCHRE - 4T,,2.23296E+13,SS19MSO004,,4T,,Girl's,Separates,Maxi Skirt,Summer,2019,,Ochre,,USA,Left in Stitches
